Date (Month) R.E.P. HPI,Region (R.E.P)(inc. Aggregate) HPI,Housing Type (R.E.P.) HPI,Real Estate Price HPI
2013-01-01,Victoria,Composite,139.3
2013-02-01,Victoria,Composite,139.6
2013-03-01,Victoria,Composite,140.2
2013-04-01,Victoria,Composite,141.1
2013-05-01,Victoria,Composite,141.2
2013-06-01,Victoria,Composite,140.5
2013-07-01,Victoria,Composite,140.4
2013-08-01,Victoria,Composite,140.1
2013-09-01,Victoria,Composite,139.8
2013-10-01,Victoria,Composite,139.7
2013-11-01,Victoria,Composite,138.1
2013-12-01,Victoria,Composite,137.3
2014-01-01,Victoria,Composite,137.5
2014-02-01,Victoria,Composite,138.2
2014-03-01,Victoria,Composite,140.6
2014-04-01,Victoria,Composite,141.3
2014-05-01,Victoria,Composite,142.3
2014-06-01,Victoria,Composite,142.6
2014-07-01,Victoria,Composite,142.2
2014-08-01,Victoria,Composite,142.1
2014-09-01,Victoria,Composite,141.7
2014-10-01,Victoria,Composite,141.1
2014-11-01,Victoria,Composite,142.3
2014-12-01,Victoria,Composite,142.0
2015-01-01,Victoria,Composite,142.2
2015-02-01,Victoria,Composite,142.2
2015-03-01,Victoria,Composite,144.2
2015-04-01,Victoria,Composite,146.3
2015-05-01,Victoria,Composite,148.1
2015-06-01,Victoria,Composite,148.3
2015-07-01,Victoria,Composite,149.4
2015-08-01,Victoria,Composite,148.8
2015-09-01,Victoria,Composite,150.0
2015-10-01,Victoria,Composite,150.9
2015-11-01,Victoria,Composite,151.1
2015-12-01,Victoria,Composite,151.7
2016-01-01,Victoria,Composite,153.4
2016-02-01,Victoria,Composite,156.2
2016-03-01,Victoria,Composite,160.2
2016-04-01,Victoria,Composite,164.2
2016-05-01,Victoria,Composite,168.4
2016-06-01,Victoria,Composite,171.7
2016-07-01,Victoria,Composite,175.1
2016-08-01,Victoria,Composite,177.2
2016-09-01,Victoria,Composite,178.1
2016-10-01,Victoria,Composite,179.6
2016-11-01,Victoria,Composite,180.9
2016-12-01,Victoria,Composite,181.4
2017-01-01,Victoria,Composite,183.2
2017-02-01,Victoria,Composite,187.4
2017-03-01,Victoria,Composite,191.0
2017-04-01,Victoria,Composite,195.3
2017-05-01,Victoria,Composite,200.2
2017-06-01,Victoria,Composite,202.7
2017-07-01,Victoria,Composite,205.7
2017-08-01,Victoria,Composite,205.9
2017-09-01,Victoria,Composite,205.6
2017-10-01,Victoria,Composite,205.3
2017-11-01,Victoria,Composite,205.7
2017-12-01,Victoria,Composite,207.0
2018-01-01,Victoria,Composite,210.1
2018-02-01,Victoria,Composite,212.9
2018-03-01,Victoria,Composite,218.1
2018-04-01,Victoria,Composite,220.8
2018-05-01,Victoria,Composite,222.1
2018-06-01,Victoria,Composite,223.4
2018-07-01,Victoria,Composite,222.8
2018-08-01,Victoria,Composite,222.6
2018-09-01,Victoria,Composite,221.9
2018-10-01,Victoria,Composite,222.5
2018-11-01,Victoria,Composite,220.3
2018-12-01,Victoria,Composite,219.9
2019-01-01,Victoria,Composite,218.0
2019-02-01,Victoria,Composite,218.6
2019-03-01,Victoria,Composite,219.9
2019-04-01,Victoria,Composite,222.0
2019-05-01,Victoria,Composite,224.2
2019-06-01,Victoria,Composite,224.3
2019-07-01,Victoria,Composite,225.2
2019-08-01,Victoria,Composite,223.5
2019-09-01,Victoria,Composite,223.1
2019-10-01,Victoria,Composite,223.5
2019-11-01,Victoria,Composite,223.8
2019-12-01,Victoria,Composite,224.1
2020-01-01,Victoria,Composite,226.2
2020-02-01,Victoria,Composite,227.4
2020-03-01,Victoria,Composite,229.3
2020-04-01,Victoria,Composite,230.2
2020-05-01,Victoria,Composite,230.5
2020-06-01,Victoria,Composite,230.8
2020-07-01,Victoria,Composite,233.4
2020-08-01,Victoria,Composite,231.3
2020-09-01,Victoria,Composite,230.5
2005-01-01,Lower Mainland,Composite,100.0
2005-02-01,Lower Mainland,Composite,100.6
2005-03-01,Lower Mainland,Composite,101.3
2005-04-01,Lower Mainland,Composite,101.9
2005-05-01,Lower Mainland,Composite,103.1
2005-06-01,Lower Mainland,Composite,104.5
2005-07-01,Lower Mainland,Composite,105.9
2005-08-01,Lower Mainland,Composite,107.2
2005-09-01,Lower Mainland,Composite,108.8
2005-10-01,Lower Mainland,Composite,109.6
2005-11-01,Lower Mainland,Composite,110.5
2005-12-01,Lower Mainland,Composite,111.4
2006-01-01,Lower Mainland,Composite,113.5
2006-02-01,Lower Mainland,Composite,115.8
2006-03-01,Lower Mainland,Composite,117.9
2006-04-01,Lower Mainland,Composite,120.5
2006-05-01,Lower Mainland,Composite,123.0
2006-06-01,Lower Mainland,Composite,125.3
2006-07-01,Lower Mainland,Composite,126.5
2006-08-01,Lower Mainland,Composite,127.8
2006-09-01,Lower Mainland,Composite,129.0
2006-10-01,Lower Mainland,Composite,129.1
2006-11-01,Lower Mainland,Composite,129.3
2006-12-01,Lower Mainland,Composite,129.2
2007-01-01,Lower Mainland,Composite,130.9
2007-02-01,Lower Mainland,Composite,132.3
2007-03-01,Lower Mainland,Composite,133.8
2007-04-01,Lower Mainland,Composite,135.6
2007-05-01,Lower Mainland,Composite,137.3
2007-06-01,Lower Mainland,Composite,139.0
2007-07-01,Lower Mainland,Composite,140.1
2007-08-01,Lower Mainland,Composite,141.2
2007-09-01,Lower Mainland,Composite,142.2
2007-10-01,Lower Mainland,Composite,142.6
2007-11-01,Lower Mainland,Composite,143.1
2007-12-01,Lower Mainland,Composite,143.5
2008-01-01,Lower Mainland,Composite,144.7
2008-02-01,Lower Mainland,Composite,146.2
2008-03-01,Lower Mainland,Composite,147.5
2008-04-01,Lower Mainland,Composite,147.8
2008-05-01,Lower Mainland,Composite,148.1
2008-06-01,Lower Mainland,Composite,148.4
2008-07-01,Lower Mainland,Composite,146.3
2008-08-01,Lower Mainland,Composite,144.8
2008-09-01,Lower Mainland,Composite,143.1
2008-10-01,Lower Mainland,Composite,139.6
2008-11-01,Lower Mainland,Composite,136.2
2008-12-01,Lower Mainland,Composite,132.8
2009-01-01,Lower Mainland,Composite,131.7
2009-02-01,Lower Mainland,Composite,130.5
2009-03-01,Lower Mainland,Composite,129.4
2009-04-01,Lower Mainland,Composite,130.8
2009-05-01,Lower Mainland,Composite,132.2
2009-06-01,Lower Mainland,Composite,133.7
2009-07-01,Lower Mainland,Composite,135.7
2009-08-01,Lower Mainland,Composite,137.7
2009-09-01,Lower Mainland,Composite,139.8
2009-10-01,Lower Mainland,Composite,141.0
2009-11-01,Lower Mainland,Composite,142.4
2009-12-01,Lower Mainland,Composite,143.8
2010-01-01,Lower Mainland,Composite,145.4
2010-02-01,Lower Mainland,Composite,147.0
2010-03-01,Lower Mainland,Composite,148.4
2010-04-01,Lower Mainland,Composite,149.4
2010-05-01,Lower Mainland,Composite,149.5
2010-06-01,Lower Mainland,Composite,148.8
2010-07-01,Lower Mainland,Composite,147.5
2010-08-01,Lower Mainland,Composite,146.6
2010-09-01,Lower Mainland,Composite,146.1
2010-10-01,Lower Mainland,Composite,145.8
2010-11-01,Lower Mainland,Composite,146.1
2010-12-01,Lower Mainland,Composite,145.7
2011-01-01,Lower Mainland,Composite,147.1
2011-02-01,Lower Mainland,Composite,148.3
2011-03-01,Lower Mainland,Composite,150.8
2011-04-01,Lower Mainland,Composite,153.3
2011-05-01,Lower Mainland,Composite,154.6
2011-06-01,Lower Mainland,Composite,155.6
2011-07-01,Lower Mainland,Composite,156.0
2011-08-01,Lower Mainland,Composite,156.1
2011-09-01,Lower Mainland,Composite,155.8
2011-10-01,Lower Mainland,Composite,155.3
2011-11-01,Lower Mainland,Composite,155.1
2011-12-01,Lower Mainland,Composite,154.3
2012-01-01,Lower Mainland,Composite,154.6
2012-02-01,Lower Mainland,Composite,156.0
2012-03-01,Lower Mainland,Composite,157.4
2012-04-01,Lower Mainland,Composite,158.5
2012-05-01,Lower Mainland,Composite,159.1
2012-06-01,Lower Mainland,Composite,158.1
2012-07-01,Lower Mainland,Composite,157.0
2012-08-01,Lower Mainland,Composite,155.8
2012-09-01,Lower Mainland,Composite,155.2
2012-10-01,Lower Mainland,Composite,154.3
2012-11-01,Lower Mainland,Composite,153.4
2012-12-01,Lower Mainland,Composite,151.6
2013-01-01,Lower Mainland,Composite,151.4
2013-02-01,Lower Mainland,Composite,152.0
2013-03-01,Lower Mainland,Composite,153.0
2013-04-01,Lower Mainland,Composite,153.9
2013-05-01,Lower Mainland,Composite,153.9
2013-06-01,Lower Mainland,Composite,154.6
2013-07-01,Lower Mainland,Composite,154.6
2013-08-01,Lower Mainland,Composite,154.7
2013-09-01,Lower Mainland,Composite,154.8
2013-10-01,Lower Mainland,Composite,154.5
2013-11-01,Lower Mainland,Composite,154.5
2013-12-01,Lower Mainland,Composite,154.4
2014-01-01,Lower Mainland,Composite,155.3
2014-02-01,Lower Mainland,Composite,156.5
2014-03-01,Lower Mainland,Composite,158.0
2014-04-01,Lower Mainland,Composite,158.8
2014-05-01,Lower Mainland,Composite,159.7
2014-06-01,Lower Mainland,Composite,160.4
2014-07-01,Lower Mainland,Composite,160.3
2014-08-01,Lower Mainland,Composite,161.0
2014-09-01,Lower Mainland,Composite,161.2
2014-10-01,Lower Mainland,Composite,162.1
2014-11-01,Lower Mainland,Composite,162.3
2014-12-01,Lower Mainland,Composite,162.3
2015-01-01,Lower Mainland,Composite,163.0
2015-02-01,Lower Mainland,Composite,165.1
2015-03-01,Lower Mainland,Composite,167.9
2015-04-01,Lower Mainland,Composite,170.4
2015-05-01,Lower Mainland,Composite,172.8
2015-06-01,Lower Mainland,Composite,175.0
2015-07-01,Lower Mainland,Composite,176.9
2015-08-01,Lower Mainland,Composite,179.0
2015-09-01,Lower Mainland,Composite,181.9
2015-10-01,Lower Mainland,Composite,184.7
2015-11-01,Lower Mainland,Composite,188.3
2015-12-01,Lower Mainland,Composite,190.4
2016-01-01,Lower Mainland,Composite,194.6
2016-02-01,Lower Mainland,Composite,201.2
2016-03-01,Lower Mainland,Composite,207.1
2016-04-01,Lower Mainland,Composite,214.1
2016-05-01,Lower Mainland,Composite,224.6
2016-06-01,Lower Mainland,Composite,231.3
2016-07-01,Lower Mainland,Composite,235.4
2016-08-01,Lower Mainland,Composite,236.6
2016-09-01,Lower Mainland,Composite,235.1
2016-10-01,Lower Mainland,Composite,232.9
2016-11-01,Lower Mainland,Composite,231.7
2016-12-01,Lower Mainland,Composite,229.4
2017-01-01,Lower Mainland,Composite,229.5
2017-02-01,Lower Mainland,Composite,232.5
2017-03-01,Lower Mainland,Composite,236.9
2017-04-01,Lower Mainland,Composite,242.8
2017-05-01,Lower Mainland,Composite,249.6
2017-06-01,Lower Mainland,Composite,254.4
2017-07-01,Lower Mainland,Composite,260.5
2017-08-01,Lower Mainland,Composite,263.2
2017-09-01,Lower Mainland,Composite,264.9
2017-10-01,Lower Mainland,Composite,266.4
2017-11-01,Lower Mainland,Composite,267.8
2017-12-01,Lower Mainland,Composite,269.7
2018-01-01,Lower Mainland,Composite,272.6
2018-02-01,Lower Mainland,Composite,277.2
2018-03-01,Lower Mainland,Composite,281.5
2018-04-01,Lower Mainland,Composite,283.8
2018-05-01,Lower Mainland,Composite,285.3
2018-06-01,Lower Mainland,Composite,285.3
2018-07-01,Lower Mainland,Composite,284.0
2018-08-01,Lower Mainland,Composite,280.2
2018-09-01,Lower Mainland,Composite,276.5
2018-10-01,Lower Mainland,Composite,274.5
2018-11-01,Lower Mainland,Composite,270.1
2018-12-01,Lower Mainland,Composite,267.7
2019-01-01,Lower Mainland,Composite,264.2
2019-02-01,Lower Mainland,Composite,263.6
2019-03-01,Lower Mainland,Composite,263.9
2019-04-01,Lower Mainland,Composite,264.3
2019-05-01,Lower Mainland,Composite,263.5
2019-06-01,Lower Mainland,Composite,261.4
2019-07-01,Lower Mainland,Composite,260.5
2019-08-01,Lower Mainland,Composite,260.3
2019-09-01,Lower Mainland,Composite,259.4
2019-10-01,Lower Mainland,Composite,259.7
2019-11-01,Lower Mainland,Composite,259.5
2019-12-01,Lower Mainland,Composite,260.7
2020-01-01,Lower Mainland,Composite,262.9
2020-02-01,Lower Mainland,Composite,266.0
2020-03-01,Lower Mainland,Composite,269.7
2020-04-01,Lower Mainland,Composite,270.3
2020-05-01,Lower Mainland,Composite,270.0
2020-06-01,Lower Mainland,Composite,270.0
2020-07-01,Lower Mainland,Composite,271.7
2020-08-01,Lower Mainland,Composite,273.5
2020-09-01,Lower Mainland,Composite,274.5
2005-01-01,Greater Vancouver,Composite,100.0
2005-02-01,Greater Vancouver,Composite,100.7
2005-03-01,Greater Vancouver,Composite,101.4
2005-04-01,Greater Vancouver,Composite,102.1
2005-05-01,Greater Vancouver,Composite,103.5
2005-06-01,Greater Vancouver,Composite,105.0
2005-07-01,Greater Vancouver,Composite,106.5
2005-08-01,Greater Vancouver,Composite,107.8
2005-09-01,Greater Vancouver,Composite,109.5
2005-10-01,Greater Vancouver,Composite,110.2
2005-11-01,Greater Vancouver,Composite,111.0
2005-12-01,Greater Vancouver,Composite,111.9
2006-01-01,Greater Vancouver,Composite,114.0
2006-02-01,Greater Vancouver,Composite,116.4
2006-03-01,Greater Vancouver,Composite,118.6
2006-04-01,Greater Vancouver,Composite,121.1
2006-05-01,Greater Vancouver,Composite,123.7
2006-06-01,Greater Vancouver,Composite,125.8
2006-07-01,Greater Vancouver,Composite,126.8
2006-08-01,Greater Vancouver,Composite,127.9
2006-09-01,Greater Vancouver,Composite,128.8
2006-10-01,Greater Vancouver,Composite,128.8
2006-11-01,Greater Vancouver,Composite,128.8
2006-12-01,Greater Vancouver,Composite,128.5
2007-01-01,Greater Vancouver,Composite,130.4
2007-02-01,Greater Vancouver,Composite,131.9
2007-03-01,Greater Vancouver,Composite,133.4
2007-04-01,Greater Vancouver,Composite,135.4
2007-05-01,Greater Vancouver,Composite,137.3
2007-06-01,Greater Vancouver,Composite,139.2
2007-07-01,Greater Vancouver,Composite,140.4
2007-08-01,Greater Vancouver,Composite,141.8
2007-09-01,Greater Vancouver,Composite,142.9
2007-10-01,Greater Vancouver,Composite,143.5
2007-11-01,Greater Vancouver,Composite,144.1
2007-12-01,Greater Vancouver,Composite,144.6
2008-01-01,Greater Vancouver,Composite,146.0
2008-02-01,Greater Vancouver,Composite,147.7
2008-03-01,Greater Vancouver,Composite,149.1
2008-04-01,Greater Vancouver,Composite,149.6
2008-05-01,Greater Vancouver,Composite,149.9
2008-06-01,Greater Vancouver,Composite,150.3
2008-07-01,Greater Vancouver,Composite,147.7
2008-08-01,Greater Vancouver,Composite,146.0
2008-09-01,Greater Vancouver,Composite,144.1
2008-10-01,Greater Vancouver,Composite,140.1
2008-11-01,Greater Vancouver,Composite,136.1
2008-12-01,Greater Vancouver,Composite,132.2
2009-01-01,Greater Vancouver,Composite,131.3
2009-02-01,Greater Vancouver,Composite,130.2
2009-03-01,Greater Vancouver,Composite,129.4
2009-04-01,Greater Vancouver,Composite,131.2
2009-05-01,Greater Vancouver,Composite,133.2
2009-06-01,Greater Vancouver,Composite,135.3
2009-07-01,Greater Vancouver,Composite,137.6
2009-08-01,Greater Vancouver,Composite,139.9
2009-09-01,Greater Vancouver,Composite,142.4
2009-10-01,Greater Vancouver,Composite,143.7
2009-11-01,Greater Vancouver,Composite,145.5
2009-12-01,Greater Vancouver,Composite,147.1
2010-01-01,Greater Vancouver,Composite,148.8
2010-02-01,Greater Vancouver,Composite,150.6
2010-03-01,Greater Vancouver,Composite,152.2
2010-04-01,Greater Vancouver,Composite,153.3
2010-05-01,Greater Vancouver,Composite,153.1
2010-06-01,Greater Vancouver,Composite,152.2
2010-07-01,Greater Vancouver,Composite,150.6
2010-08-01,Greater Vancouver,Composite,149.8
2010-09-01,Greater Vancouver,Composite,149.4
2010-10-01,Greater Vancouver,Composite,149.1
2010-11-01,Greater Vancouver,Composite,149.6
2010-12-01,Greater Vancouver,Composite,149.4
2011-01-01,Greater Vancouver,Composite,151.1
2011-02-01,Greater Vancouver,Composite,152.9
2011-03-01,Greater Vancouver,Composite,155.6
2011-04-01,Greater Vancouver,Composite,158.5
2011-05-01,Greater Vancouver,Composite,160.2
2011-06-01,Greater Vancouver,Composite,161.3
2011-07-01,Greater Vancouver,Composite,161.8
2011-08-01,Greater Vancouver,Composite,161.9
2011-09-01,Greater Vancouver,Composite,161.5
2011-10-01,Greater Vancouver,Composite,160.9
2011-11-01,Greater Vancouver,Composite,160.6
2011-12-01,Greater Vancouver,Composite,159.7
2012-01-01,Greater Vancouver,Composite,160.1
2012-02-01,Greater Vancouver,Composite,161.7
2012-03-01,Greater Vancouver,Composite,163.4
2012-04-01,Greater Vancouver,Composite,164.7
2012-05-01,Greater Vancouver,Composite,165.3
2012-06-01,Greater Vancouver,Composite,163.7
2012-07-01,Greater Vancouver,Composite,162.2
2012-08-01,Greater Vancouver,Composite,160.5
2012-09-01,Greater Vancouver,Composite,159.8
2012-10-01,Greater Vancouver,Composite,159.1
2012-11-01,Greater Vancouver,Composite,157.8
2012-12-01,Greater Vancouver,Composite,156.0
2013-01-01,Greater Vancouver,Composite,155.7
2013-02-01,Greater Vancouver,Composite,156.4
2013-03-01,Greater Vancouver,Composite,157.4
2013-04-01,Greater Vancouver,Composite,158.3
2013-05-01,Greater Vancouver,Composite,158.4
2013-06-01,Greater Vancouver,Composite,159.3
2013-07-01,Greater Vancouver,Composite,159.4
2013-08-01,Greater Vancouver,Composite,159.3
2013-09-01,Greater Vancouver,Composite,159.7
2013-10-01,Greater Vancouver,Composite,159.4
2013-11-01,Greater Vancouver,Composite,159.9
2013-12-01,Greater Vancouver,Composite,160.0
2014-01-01,Greater Vancouver,Composite,160.9
2014-02-01,Greater Vancouver,Composite,161.9
2014-03-01,Greater Vancouver,Composite,163.6
2014-04-01,Greater Vancouver,Composite,164.6
2014-05-01,Greater Vancouver,Composite,165.9
2014-06-01,Greater Vancouver,Composite,166.7
2014-07-01,Greater Vancouver,Composite,166.9
2014-08-01,Greater Vancouver,Composite,167.6
2014-09-01,Greater Vancouver,Composite,167.9
2014-10-01,Greater Vancouver,Composite,168.7
2014-11-01,Greater Vancouver,Composite,169.0
2014-12-01,Greater Vancouver,Composite,169.3
2015-01-01,Greater Vancouver,Composite,170.2
2015-02-01,Greater Vancouver,Composite,172.5
2015-03-01,Greater Vancouver,Composite,175.8
2015-04-01,Greater Vancouver,Composite,178.7
2015-05-01,Greater Vancouver,Composite,181.7
2015-06-01,Greater Vancouver,Composite,184.2
2015-07-01,Greater Vancouver,Composite,186.0
2015-08-01,Greater Vancouver,Composite,188.4
2015-09-01,Greater Vancouver,Composite,191.7
2015-10-01,Greater Vancouver,Composite,194.8
2015-11-01,Greater Vancouver,Composite,198.8
2015-12-01,Greater Vancouver,Composite,201.1
2016-01-01,Greater Vancouver,Composite,205.7
2016-02-01,Greater Vancouver,Composite,212.5
2016-03-01,Greater Vancouver,Composite,218.3
2016-04-01,Greater Vancouver,Composite,225.5
2016-05-01,Greater Vancouver,Composite,235.9
2016-06-01,Greater Vancouver,Composite,242.5
2016-07-01,Greater Vancouver,Composite,245.8
2016-08-01,Greater Vancouver,Composite,246.1
2016-09-01,Greater Vancouver,Composite,244.4
2016-10-01,Greater Vancouver,Composite,241.2
2016-11-01,Greater Vancouver,Composite,239.8
2016-12-01,Greater Vancouver,Composite,236.9
2017-01-01,Greater Vancouver,Composite,236.7
2017-02-01,Greater Vancouver,Composite,240.4
2017-03-01,Greater Vancouver,Composite,245.0
2017-04-01,Greater Vancouver,Composite,251.1
2017-05-01,Greater Vancouver,Composite,257.9
2017-06-01,Greater Vancouver,Composite,262.8
2017-07-01,Greater Vancouver,Composite,267.7
2017-08-01,Greater Vancouver,Composite,270.1
2017-09-01,Greater Vancouver,Composite,271.7
2017-10-01,Greater Vancouver,Composite,273.0
2017-11-01,Greater Vancouver,Composite,274.2
2017-12-01,Greater Vancouver,Composite,275.3
2018-01-01,Greater Vancouver,Composite,277.6
2018-02-01,Greater Vancouver,Composite,281.6
2018-03-01,Greater Vancouver,Composite,285.2
2018-04-01,Greater Vancouver,Composite,286.8
2018-05-01,Greater Vancouver,Composite,287.1
2018-06-01,Greater Vancouver,Composite,287.0
2018-07-01,Greater Vancouver,Composite,285.3
2018-08-01,Greater Vancouver,Composite,281.4
2018-09-01,Greater Vancouver,Composite,277.6
2018-10-01,Greater Vancouver,Composite,275.8
2018-11-01,Greater Vancouver,Composite,271.0
2018-12-01,Greater Vancouver,Composite,268.5
2019-01-01,Greater Vancouver,Composite,265.4
2019-02-01,Greater Vancouver,Composite,264.5
2019-03-01,Greater Vancouver,Composite,263.3
2019-04-01,Greater Vancouver,Composite,263.2
2019-05-01,Greater Vancouver,Composite,262.3
2019-06-01,Greater Vancouver,Composite,260.0
2019-07-01,Greater Vancouver,Composite,259.0
2019-08-01,Greater Vancouver,Composite,258.8
2019-09-01,Greater Vancouver,Composite,258.2
2019-10-01,Greater Vancouver,Composite,258.8
2019-11-01,Greater Vancouver,Composite,258.9
2019-12-01,Greater Vancouver,Composite,260.6
2020-01-01,Greater Vancouver,Composite,262.8
2020-02-01,Greater Vancouver,Composite,266.2
2020-03-01,Greater Vancouver,Composite,269.5
2020-04-01,Greater Vancouver,Composite,269.9
